headline;analytics
Covid-19: Brasil tem mais de 3 mil mortes nas últimas 24h;0
Covid: Mortos podem ter passado de 410 mil no Brasil,apontam pesquisadores;0
Bolsonaro mente sobre cancelamento de lockdown de Páscoa na Alemanha;0
Iniciativas tentam reduzir preços de alimentos para população de baixa renda;0
O presidente improvisado – Editorial O Estado de S.Paulo;0
Brasil passa de 300 mil mortes por Covid sem melhora à vista;0
Petrobras reduz diesel e gasolina em cerca de 4% nas refinarias;0
Empresários tomam vacina às escondidas;0
Quer investir em uma franquia? Conheça vantagens e riscos, e saiba como fugir de furadas;0
Colunista da Folha propõe golpe militar para derrubar Bolsonaro (no Poder360);0
Governo Bolsonaro distribuirá 11 milhões de vacinas na próxima semana, diz Queiroga;0
Band estreia Fórmula 1 e Nelson Piquet diz ao vivo “Globo Lixo” (Poder360);0
Canadense recupera iPhone 11 submerso em lago congelado por um mês;0
Venezuela: Juan Guaidó, opositor de Maduro, anuncia que está com coronavírus;0
"EUA aplica 140 milhões de doses de vacinas contra Covid-19, China 100 milhões; Brasil 20 milhões";0
Brasil tem 1.656 novas mortes por Covid-19, total passa de 312 mil;0
Ataque ao conhecimento é a maior ameaça global na era da pós-verdade;0
MSD Saúde Animal vacina um terço dos suínos produzidos no Brasil contra a ileíte;0
Poluição pode afetar tamanho do pênis e fertilidade masculina;0
Como votar no BBB 21? Paredão tem Juliette, Rodolffo e Sarah;0
"Covid-19: Brasil tem 1.656 mortes nas últimas 24h; total ultrapassa 312 mil";0
Maduro oferece trocar petróleo venezuelano por vacinas contra a Covid-19;0
Militares fracassam em missão de conter desmatamento da Amazônia;0
Em carta, diplomatas pedem saída de Ernesto Araújo;0
"Ibovespa recua 1,2% na semana com avanço da pandemia; dólar a R$ 5,74";0
What Is Wi-Fi and How Does It Work?;0
Joint venture entre Marfrig e ADM em carne vegetal anuncia ex-Coca-Cola como CEO;0
Suzano abre inscrições para seu Programa de Estágio;0
Apex-Brasil e ABICS dão início a nova edição do projeto Brazilian Instant Coffee;0
Reino Unido: exportadores encaram dificuldades com caos gerado por Brexit;0
Inspetorias de defesa agropecuária receberão 62 novos veículos no RS;0
Iniciativa prevê assegurar US$ 3 bi à produção no campo sem desmatamento;0
Bancos puxam Wall St para baixo com preocupações sobre default de hedge fund;0
Após o cão-robô Spot, Boston Dynamics apresenta o Stretch;0
"Inep divulga notas do Enem 2020; saiba como ver a sua";0
Navio gigante encalhado no Canal de Suez volta a flutuar após seis dias;0
Ações da China fecham em alta com resultados positivos de empresas industriais;0
ABPA lança campanha contra vendas falsas no mercado internacional;0
Universidade de Brasília cria máscara contra Covid feita com molécula de casca de crustáceos;0
Petz anuncia 'AliExpress' para bichos de estimação;0
Maduro tem Facebook bloqueado após divulgar fake news sobre a Covid;0
PROCAGICA fortalece infraestrutura para o despolpado úmido de café em municípios da Nicarágua;0
"Frete para China dispara e afeta exportação de carne; navio encalhado pode agravar problema";0
Previsão: NOAA indica mais uma semana de tempo seco no Brasil Central;0
Mais lida: veja quais regiões devem receber chuva em abril;0
Navio parado no Canal de Suez gera prejuízo de US$ 400 mi por hora ao comércio mundial;0
BC do Japão debateu sinais promissores da economia em março mesmo com revisão de ferramentas;0
Etanol fica mais barato em 17 estados na última semana;0
RS ganha viaturas para inspeção de febre aftosa sem vacinação;0
Governo de Goiás publica portaria que define critérios para a realização de leilões virtuais de animais no Estado;0
Orçamento aprovado no Congresso corta R$ 1,3 bilhão de subsídios do Pronaf;0
Forte atividade e lucros na indústria apoiam aço e minério de ferro na China;0
Governo de SP anuncia ButanVac, primeira vacina 100% brasileira contra a Covid-19;0
Bolsonaro: pagamento da segunda rodada do auxílio emergencial começa em 4 ou 5 de abril;0
China ocupa espaços e Brasil deixa de exportar US$ 56,2 bilhões para a América Latina em dez anos;0
Agenda Internacional da Indústria apresenta 111 propostas para a recuperação do comércio exterior;0
LIFT Lab 2021: Começam as inscrições para propostas de inovação no Sistema Financeiro Nacional ;0
Aquicultores têm até 31 de março para entregar Relatório Anual de Produção;0
Sony confirma o fim das lojas digitais do PS3, PSP e PS Vita em agosto;0
Refinaria de petróleo explode após ser atingida por raio [vídeo];0
Segmento machista de 'Bob Esponja' é removido pelo Paramount+;0
Inscrições prorrogadas para 7ª edição do edital da Fundação Cargill;0
Balanças rodoviárias devem seguir normas do INMETRO para pesagem confiável;0
'Lucifer' retorna para segunda parte da 5ª temporada no dia 28 de maio;0
O que acontece com quem não toma vacina? Entenda!;0
UFPR lança quatro novas variedades de cana-de-açúcar;0
Bolsonaro está emparedado, esta é a realidade!!! até quando ele irá suportar a pressão do sistema?!;0
Confira os cinco jogos grátis de abril no Prime Gaming da Amazon;0
"Queiroga pede à Pfizer que entregue 50 milhões de doses de vacina contra Covid-19 ""o quanto antes""";0
Impactos da Covid-19: Oi encerra 2020 com aumento no prejuízo;0
Renato Dias: Ernesto Araujo insinua que Kátia Abreu agiu em defesa dos interesses da China na questão do 5G;0
Doria diz que não sabia sobre envolvimento de universidade dos EUA na Butanvac;0
Como declarar compra e venda de imóveis no Imposto de Renda;0
Top 10 filmes e séries mais vistos no streaming (22 a 28 de março);0
'Obi-Wan': série do universo 'Star Wars' tem elenco divulgado pela Disney;0
Covid-19: Casos ‘importados’ são maioria em Araraquara;0
No aniversário do AliExpress, quanto mais você compra, mais economiza;0
Canal de Suez é liberado, mas desafios logísticos ainda preocupam setor cafeeiro do Brasil;0
Ferrero anuncia sua meta atingida de 100% de uso de cacau sustentável;0
ANP: Gasolina está mais competitiva que etanol pela 3ª semana seguida em todo o Brasil;0
Como excluir ou colocar sua conta do LinkedIn para 'dormir';0
Poder360: Bolsonaro assina MP para alavancar Brasil em ranking de ambiente de negócios;0
Epamig e Emater-MG se unem à Rede Morangos do Brasil para desenvolver variedades adaptadas do fruto;0
Bolsonaro assina MP para melhoria do ambiente de negócios no Brasil;0
BR do Mar pode expandir setor de navegação de cabotagem no Brasil;0
Poder360: Senadores preparam pedido de impeachment de Ernesto Araújo;0
Como Pfizer e Moderna querem conter as variantes do coronavírus?;0
Banco Mundial alerta que pandemia afetará economia do Brasil no 1º semestre;0
10 notícias de tecnologia para você começar o dia (30/03);0
Sisu: saiba como se inscrever e confira o calendário do programa;0
“Após saída do chanceler, é momento de refazer pontes com mercados”;0
Nuvem e eficiência operacional são prioridades de TI para indústria de óleo e gás;0
Como a ‘dança das cadeiras’ no governo afeta a Bolsa e a economia? Veja análises;0
Orçamento desconectado aprofunda dificuldades fiscais do governo Bolsonaro;0
Covid-19: Pfizer deve entregar 13,5 milhões de vacinas até junho;0
ABPA lança campanha contra vendas falsas de aves e de suínos no mercado internacional;0
País tem novos 1.660 mortos e média móvel recorde de óbitos por Covid-19;0
Vacinas da Pfizer e Moderna são muito eficazes já na primeira dose, diz estudo;0
Comic-Con presencial: convenção de pop arte pode ser aberta ao público no fim deste ano;0
The Differences Explained;0
Samsung Free: app facilita a vida de quem gosta de podcasts;0
Xiaomi lança base de carregamento sem fio 'clone' do AirPower;0
Americanos receosos com a vacina contra Covid-19 colocam país em risco;0
Petição pede a saída de Richard Stallman da FSF;0
Covid-19: Infecção na saliva pode explicar perda de olfato e paladar;0
"Brasil tem menos de duas mil mortes nas últimas 24h; total é de 313 mil";0
